Horodatage,Caméra,Scénario,Catégorie,Type d'objet,Nombre
18/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
18/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
18/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,91
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,133
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
18/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,42
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,15
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
17/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,38
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,19
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,1
17/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,58
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,4
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
16/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,5
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,14
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
16/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,27
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,15
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,1
15/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,41
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,18
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
15/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,30
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,10
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,poids lourd,0
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,bus,0
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,vélo,0
14/06/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,personne,22
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,moto,0
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule léger,18
14/05/2024 00:00:00,D04 - rue V40-V50,Entree V40-V50,Barrière à sens unique,véhicule intermédiaire,0
